cluster	matrix_name	transcripts_ids	Gene	Enrichment	Adjust.P.value	Description
neuron 16	Smp-333190	Smp_333190.1	Smp_333190	0.4893974	4.024503e-26	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 4	Smp-333190	Smp_333190.1	Smp_333190	0.606889	5.543078e-91	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 2	Smp-333190	Smp_333190.1	Smp_333190	0.4507066	6.188326e-70	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 26	Smp-333190	Smp_333190.1	Smp_333190	0.4259337	6.674807e-10	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 30	Smp-333190	Smp_333190.1	Smp_333190	0.4579993	7.639755e-79	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 5	Smp-333190	Smp_333190.1	Smp_333190	0.6325866	9.660702e-143	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
male gametes	Smp-333190	Smp_333190.1	Smp_333190	0.8793131	2.248543e-121	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 6	Smp-333190	Smp_333190.1	Smp_333190	0.5550715	3.021222e-166	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 10	Smp-333190	Smp_333190.1	Smp_333190	0.3380295	2.862229e-19	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 30	Smp-333190	Smp_333190.2	Smp_333190	0.4579993	7.639755e-79	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 10	Smp-333190	Smp_333190.2	Smp_333190	0.3380295	2.862229e-19	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 26	Smp-333190	Smp_333190.2	Smp_333190	0.4259337	6.674807e-10	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 6	Smp-333190	Smp_333190.2	Smp_333190	0.5550715	3.021222e-166	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 2	Smp-333190	Smp_333190.2	Smp_333190	0.4507066	6.188326e-70	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 4	Smp-333190	Smp_333190.2	Smp_333190	0.606889	5.543078e-91	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
male gametes	Smp-333190	Smp_333190.2	Smp_333190	0.8793131	2.248543e-121	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 5	Smp-333190	Smp_333190.2	Smp_333190	0.6325866	9.660702e-143	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
flame cells	Smp-333190	Smp_333190.2	Smp_333190	1.224378	0	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 16	Smp-333190	Smp_333190.2	Smp_333190	0.4893974	4.024503e-26	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 5	Smp-333190	Smp_333190.3	Smp_333190	0.6325866	9.660702e-143	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 10	Smp-333190	Smp_333190.3	Smp_333190	0.3380295	2.862229e-19	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 6	Smp-333190	Smp_333190.3	Smp_333190	0.5550715	3.021222e-166	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
male gametes	Smp-333190	Smp_333190.3	Smp_333190	0.8793131	2.248543e-121	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 4	Smp-333190	Smp_333190.3	Smp_333190	0.606889	5.543078e-91	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 26	Smp-333190	Smp_333190.3	Smp_333190	0.4259337	6.674807e-10	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
flame cells	Smp-333190	Smp_333190.3	Smp_333190	1.224378	0	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 16	Smp-333190	Smp_333190.3	Smp_333190	0.4893974	4.024503e-26	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 2	Smp-333190	Smp_333190.3	Smp_333190	0.4507066	6.188326e-70	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
neuron 30	Smp-333190	Smp_333190.3	Smp_333190	0.4579993	7.639755e-79	intraflagellar transport 27 homolog (Chlamydomonas); gtp-binding protein
male gametes	Smp-333230	Smp_333230.1	Smp_333230	0.6077503	1.564103e-265	nan
meg-1+	Smp-333270	Smp_333270.1	Smp_333270	4.151932	0	nan
zfp-1-1+	Smp-333270	Smp_333270.1	Smp_333270	5.474835	0	nan
early vitellocytes	Smp-333310	Smp_333310.1	Smp_333310	0.7248412	3.278184e-213	High density lipoprotein binding protein
meg-1+	Smp-333310	Smp_333310.1	Smp_333310	0.2568479	3.561105e-33	High density lipoprotein binding protein
Mehlis' gland	Smp-333310	Smp_333310.1	Smp_333310	0.4366552	3.348134e-12	High density lipoprotein binding protein
late vitellocytes	Smp-333310	Smp_333310.1	Smp_333310	0.8234874	1.363672e-218	High density lipoprotein binding protein
male gametes	Smp-333320	Smp_333320.1	Smp_333320	0.4709254	2.196388e-112	Abelson helper integration site 1
flame cells	Smp-333320	Smp_333320.1	Smp_333320	0.352445	4.522715e-243	Abelson helper integration site 1
male gametes	Smp-333330	Smp_333330.1	Smp_333330	0.5523091	2.108379e-231	LITAF domain-containing protein
neuron 28	Smp-333390	Smp_333390.1	Smp_333390	0.812181	1.227359e-09	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 25	Smp-333390	Smp_333390.1	Smp_333390	0.3160543	5.934035e-14	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 12	Smp-333390	Smp_333390.1	Smp_333390	0.3069499	9.366318e-28	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 16	Smp-333390	Smp_333390.1	Smp_333390	0.5645906	8.157764e-41	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 4	Smp-333390	Smp_333390.1	Smp_333390	0.4345273	1.691486e-58	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 20	Smp-333390	Smp_333390.1	Smp_333390	0.2520553	6.585948e-05	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 11	Smp-333390	Smp_333390.1	Smp_333390	0.7754669	2.640501e-102	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 7	Smp-333390	Smp_333390.1	Smp_333390	0.3489906	9.317264e-22	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 10	Smp-333390	Smp_333390.1	Smp_333390	0.3268045	7.718785e-28	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 3	Smp-333390	Smp_333390.1	Smp_333390	0.3709809	3.709638e-61	Potassium voltage-gated channel, subfamily H (Eag-related), member
Mehlis' gland	Smp-333390	Smp_333390.1	Smp_333390	1.060851	1.872377e-61	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 15	Smp-333390	Smp_333390.1	Smp_333390	0.3207808	2.215013e-32	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 27	Smp-333390	Smp_333390.1	Smp_333390	0.3388206	0.02649629	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 9	Smp-333390	Smp_333390.1	Smp_333390	0.377351	2.273848e-37	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 1	Smp-333390	Smp_333390.1	Smp_333390	0.3397073	7.146616e-128	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 30	Smp-333390	Smp_333390.1	Smp_333390	1.245743	0	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 21	Smp-333390	Smp_333390.1	Smp_333390	0.3268896	2.103707e-10	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 6	Smp-333390	Smp_333390.1	Smp_333390	0.565314	2.915615e-201	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 8	Smp-333390	Smp_333390.1	Smp_333390	0.7227365	6.310603e-166	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 23	Smp-333390	Smp_333390.1	Smp_333390	0.5347814	1.080104e-17	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 2	Smp-333390	Smp_333390.1	Smp_333390	0.5289749	1.015735e-108	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 5	Smp-333390	Smp_333390.1	Smp_333390	0.3737906	8.721606e-76	Potassium voltage-gated channel, subfamily H (Eag-related), member
Mehlis' gland	Smp-333390	Smp_333390.2	Smp_333390	1.060851	1.872377e-61	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 6	Smp-333390	Smp_333390.2	Smp_333390	0.565314	2.915615e-201	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 21	Smp-333390	Smp_333390.2	Smp_333390	0.3268896	2.103707e-10	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 16	Smp-333390	Smp_333390.2	Smp_333390	0.5645906	8.157764e-41	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 25	Smp-333390	Smp_333390.2	Smp_333390	0.3160543	5.934035e-14	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 20	Smp-333390	Smp_333390.2	Smp_333390	0.2520553	6.585948e-05	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 4	Smp-333390	Smp_333390.2	Smp_333390	0.4345273	1.691486e-58	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 5	Smp-333390	Smp_333390.2	Smp_333390	0.3737906	8.721606e-76	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 11	Smp-333390	Smp_333390.2	Smp_333390	0.7754669	2.640501e-102	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 9	Smp-333390	Smp_333390.2	Smp_333390	0.377351	2.273848e-37	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 23	Smp-333390	Smp_333390.2	Smp_333390	0.5347814	1.080104e-17	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 1	Smp-333390	Smp_333390.2	Smp_333390	0.3397073	7.146616e-128	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 27	Smp-333390	Smp_333390.2	Smp_333390	0.3388206	0.02649629	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 30	Smp-333390	Smp_333390.2	Smp_333390	1.245743	0	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 12	Smp-333390	Smp_333390.2	Smp_333390	0.3069499	9.366318e-28	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 8	Smp-333390	Smp_333390.2	Smp_333390	0.7227365	6.310603e-166	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 10	Smp-333390	Smp_333390.2	Smp_333390	0.3268045	7.718785e-28	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 15	Smp-333390	Smp_333390.2	Smp_333390	0.3207808	2.215013e-32	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 3	Smp-333390	Smp_333390.2	Smp_333390	0.3709809	3.709638e-61	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 28	Smp-333390	Smp_333390.2	Smp_333390	0.812181	1.227359e-09	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 7	Smp-333390	Smp_333390.2	Smp_333390	0.3489906	9.317264e-22	Potassium voltage-gated channel, subfamily H (Eag-related), member
neuron 2	Smp-333390	Smp_333390.2	Smp_333390	0.5289749	1.015735e-108	Potassium voltage-gated channel, subfamily H (Eag-related), member
GSCs	Smp-333400	Smp_333400.1	Smp_333400	0.4860198	2.63384e-203	Bifunctional lysine-specific demethylase and histidyl-hydroxylase
GSC progeny	Smp-333400	Smp_333400.1	Smp_333400	0.4983925	1.16069e-154	Bifunctional lysine-specific demethylase and histidyl-hydroxylase
GSC progeny	Smp-333400	Smp_333400.2	Smp_333400	0.4983925	1.16069e-154	Bifunctional lysine-specific demethylase and histidyl-hydroxylase
GSCs	Smp-333400	Smp_333400.2	Smp_333400	0.4860198	2.63384e-203	Bifunctional lysine-specific demethylase and histidyl-hydroxylase
GSC progeny	Smp-333400	Smp_333400.3	Smp_333400	0.4983925	1.16069e-154	Bifunctional lysine-specific demethylase and histidyl-hydroxylase
GSCs	Smp-333400	Smp_333400.3	Smp_333400	0.4860198	2.63384e-203	Bifunctional lysine-specific demethylase and histidyl-hydroxylase
male gametes	Smp-333450	Smp_333450.1	Smp_333450	0.8603844	9.363869e-233	Lin-7 homolog
neuron 16	Smp-333450	Smp_333450.1	Smp_333450	0.3319082	4.165696e-39	Lin-7 homolog
flame cells	Smp-333450	Smp_333450.1	Smp_333450	0.4887099	3.235352e-290	Lin-7 homolog
neuron 4	Smp-333450	Smp_333450.1	Smp_333450	0.3204186	1.756178e-65	Lin-7 homolog
muscle 8	Smp-333480	Smp_333480.1	Smp_333480	0.3383271	0	SAM domain-containing protein
neuron 14	Smp-333480	Smp_333480.1	Smp_333480	0.4170068	1.543077e-58	SAM domain-containing protein
muscle 7	Smp-333480	Smp_333480.1	Smp_333480	0.3702008	3.193559e-13	SAM domain-containing protein
neuron 17	Smp-333480	Smp_333480.1	Smp_333480	0.345327	3.183383e-29	SAM domain-containing protein
late vitellocytes	Smp-333480	Smp_333480.1	Smp_333480	0.3635062	3.035049e-74	SAM domain-containing protein
muscle 5	Smp-333480	Smp_333480.1	Smp_333480	0.3354613	3.037975e-17	SAM domain-containing protein
muscle 8	Smp-333480	Smp_333480.2	Smp_333480	0.3383271	0	SAM domain-containing protein
muscle 5	Smp-333480	Smp_333480.2	Smp_333480	0.3354613	3.037975e-17	SAM domain-containing protein
late vitellocytes	Smp-333480	Smp_333480.2	Smp_333480	0.3635062	3.035049e-74	SAM domain-containing protein
neuron 17	Smp-333480	Smp_333480.2	Smp_333480	0.345327	3.183383e-29	SAM domain-containing protein
muscle 7	Smp-333480	Smp_333480.2	Smp_333480	0.3702008	3.193559e-13	SAM domain-containing protein
neuron 14	Smp-333480	Smp_333480.2	Smp_333480	0.4170068	1.543077e-58	SAM domain-containing protein
neuron 1	Smp-333500	Smp_333500.1	Smp_333500	0.3981046	3.896531e-209	Actin binding LIM protein
neuron 1	Smp-333500	Smp_333500.2	Smp_333500	0.3981046	3.896531e-209	Actin binding LIM protein
neuron 18	Smp-333510	Smp_333510.1	Smp_333510	0.7032768	1.042444e-45	J domain-containing protein
neuron 17	Smp-333510	Smp_333510.1	Smp_333510	0.4600375	1.670745e-19	J domain-containing protein
neuron 6	Smp-333510	Smp_333510.1	Smp_333510	0.4687022	4.351969e-117	J domain-containing protein
neuron 11	Smp-333510	Smp_333510.1	Smp_333510	0.3287338	5.455511e-14	J domain-containing protein
neuron 31 (7b2-)	Smp-333510	Smp_333510.1	Smp_333510	0.3236202	0.008319174	J domain-containing protein
neuron 19	Smp-333510	Smp_333510.1	Smp_333510	0.9882343	0.0002844459	J domain-containing protein
neuron 21	Smp-333510	Smp_333510.1	Smp_333510	0.3850956	7.241794e-10	J domain-containing protein
neuron 4	Smp-333510	Smp_333510.1	Smp_333510	0.2692436	1.011977e-14	J domain-containing protein
neuron 15	Smp-333510	Smp_333510.1	Smp_333510	0.3988323	2.367372e-17	J domain-containing protein
neuron 1	Smp-333510	Smp_333510.1	Smp_333510	0.3050324	1.468039e-51	J domain-containing protein
neuron 7	Smp-333510	Smp_333510.1	Smp_333510	0.391524	4.279052e-35	J domain-containing protein
neuron 8	Smp-333510	Smp_333510.1	Smp_333510	0.5207643	4.272394e-85	J domain-containing protein
neuron 3	Smp-333510	Smp_333510.1	Smp_333510	0.4866016	6.448474e-72	J domain-containing protein
neuron 22	Smp-333510	Smp_333510.1	Smp_333510	0.4310026	1.732537e-19	J domain-containing protein
neuron 27	Smp-333510	Smp_333510.1	Smp_333510	0.5485036	1.281061e-06	J domain-containing protein
neuron 13	Smp-333510	Smp_333510.1	Smp_333510	0.6419144	1.177517e-51	J domain-containing protein
neuron 10	Smp-333510	Smp_333510.1	Smp_333510	0.3989641	1.120579e-30	J domain-containing protein
neuron 12	Smp-333510	Smp_333510.1	Smp_333510	0.380435	4.908276e-21	J domain-containing protein
neuron 23	Smp-333510	Smp_333510.1	Smp_333510	0.5569438	6.056763e-15	J domain-containing protein
neuron 25	Smp-333510	Smp_333510.1	Smp_333510	0.4828944	5.094654e-12	J domain-containing protein
neuron 20	Smp-333510	Smp_333510.1	Smp_333510	0.4233239	1.269296e-12	J domain-containing protein
neuron 14	Smp-333510	Smp_333510.1	Smp_333510	0.2789166	2.431109e-06	J domain-containing protein
GSC progeny	Smp-333540	Smp_333540.1	Smp_333540	0.592067	0	meiosis specific with OB domains
parenchyma 2	Smp-333550	Smp_333550.1	Smp_333550	0.3085026	6.363419e-08	Ala_racemase_N domain-containing protein
parenchyma 2	Smp-333550	Smp_333550.2	Smp_333550	0.3085026	6.363419e-08	Ala_racemase_N domain-containing protein
GSC progeny	Smp-333580	Smp_333580.1	Smp_333580	0.2733326	3.041889e-55	protein regulator of cytokinesis 1
dmrt1+ neoblasts	Smp-333580	Smp_333580.1	Smp_333580	0.3028151	4.589059e-12	protein regulator of cytokinesis 1
neuron 23	Smp-333590	Smp_333590.1	Smp_333590	0.5548483	5.696038e-39	CUB domain
neuron 21	Smp-333590	Smp_333590.1	Smp_333590	0.333362	1.219123e-23	CUB domain
neuron 13	Smp-333590	Smp_333590.1	Smp_333590	0.3750575	1.165501e-53	CUB domain
neuron 24	Smp-333590	Smp_333590.1	Smp_333590	0.3219432	1.049958e-18	CUB domain
neuron 9	Smp-333590	Smp_333590.1	Smp_333590	0.6573186	1.220303e-209	CUB domain
muscle 1	Smp-333590	Smp_333590.1	Smp_333590	0.6587719	3.488499e-222	CUB domain
neuron 25	Smp-333590	Smp_333590.1	Smp_333590	0.7758245	2.227562e-57	CUB domain
neuron 16	Smp-333590	Smp_333590.1	Smp_333590	1.0729	4.050774e-205	CUB domain
muscle 4	Smp-333590	Smp_333590.1	Smp_333590	0.2767513	2.67636e-56	CUB domain
muscle 1	Smp-333590	Smp_333590.2	Smp_333590	0.6587719	3.488499e-222	CUB domain
neuron 21	Smp-333590	Smp_333590.2	Smp_333590	0.333362	1.219123e-23	CUB domain
neuron 24	Smp-333590	Smp_333590.2	Smp_333590	0.3219432	1.049958e-18	CUB domain
neuron 13	Smp-333590	Smp_333590.2	Smp_333590	0.3750575	1.165501e-53	CUB domain
muscle 4	Smp-333590	Smp_333590.2	Smp_333590	0.2767513	2.67636e-56	CUB domain
neuron 9	Smp-333590	Smp_333590.2	Smp_333590	0.6573186	1.220303e-209	CUB domain
neuron 16	Smp-333590	Smp_333590.2	Smp_333590	1.0729	4.050774e-205	CUB domain
neuron 23	Smp-333590	Smp_333590.2	Smp_333590	0.5548483	5.696038e-39	CUB domain
neuron 25	Smp-333590	Smp_333590.2	Smp_333590	0.7758245	2.227562e-57	CUB domain
neuron 26	schP2X	Smp_333600.1	Smp_333600	0.7470617	1.614734e-18	ATP receptor | P2X ATP gated ion channel
neuron 27	schP2X	Smp_333600.1	Smp_333600	0.5061459	4.904852e-11	ATP receptor | P2X ATP gated ion channel
muscle 8	schP2X	Smp_333600.1	Smp_333600	1.755013	5.949855e-39	ATP receptor | P2X ATP gated ion channel
neuron 19	schP2X	Smp_333600.1	Smp_333600	3.33908	1.417037e-20	ATP receptor | P2X ATP gated ion channel
neuron 9	schP2X	Smp_333600.1	Smp_333600	0.5461325	9.61718e-52	ATP receptor | P2X ATP gated ion channel
neuron 23	schP2X	Smp_333600.1	Smp_333600	0.8710613	3.781323e-56	ATP receptor | P2X ATP gated ion channel
neuron 31 (7b2-)	schP2X	Smp_333600.1	Smp_333600	2.610129	3.102805e-160	ATP receptor | P2X ATP gated ion channel
neuron 1	schP2X	Smp_333600.1	Smp_333600	0.5369803	0	ATP receptor | P2X ATP gated ion channel
neuron 25	schP2X	Smp_333600.1	Smp_333600	1.974408	3.357747e-107	ATP receptor | P2X ATP gated ion channel
neuron 13	schP2X	Smp_333600.1	Smp_333600	2.114712	2.639411e-203	ATP receptor | P2X ATP gated ion channel
muscle 4	schP2X	Smp_333600.1	Smp_333600	1.112081	1.783987e-139	ATP receptor | P2X ATP gated ion channel
neuron 21	schP2X	Smp_333600.1	Smp_333600	2.22085	5.266778e-167	ATP receptor | P2X ATP gated ion channel
neuron 18	schP2X	Smp_333600.1	Smp_333600	1.748501	6.150671e-137	ATP receptor | P2X ATP gated ion channel
neuron 30	schP2X	Smp_333600.1	Smp_333600	1.324029	1.188843e-196	ATP receptor | P2X ATP gated ion channel
parenchyma 2	schP2X	Smp_333600.1	Smp_333600	1.408784	1.568989e-63	ATP receptor | P2X ATP gated ion channel
neuron 2	schP2X	Smp_333600.1	Smp_333600	0.325608	2.51149e-26	ATP receptor | P2X ATP gated ion channel
neuron 8	schP2X	Smp_333600.1	Smp_333600	3.140518	0	ATP receptor | P2X ATP gated ion channel
neuron 28	Smp-333630	Smp_333630.1	Smp_333630	0.4650497	3.714077e-36	PDZ domain-containing protein
neuron 29	Smp-333630	Smp_333630.1	Smp_333630	0.4041765	1.906324e-18	PDZ domain-containing protein
eled+ neoblasts	Smp-333660	Smp_333660.1	Smp_333660	0.2564616	1.282909e-15	nucleosome assembly protein 1-like
GSC progeny	Smp-333660	Smp_333660.1	Smp_333660	0.5107008	1.531602e-97	nucleosome assembly protein 1-like
S1 progeny	Smp-333660	Smp_333660.1	Smp_333660	0.5330099	7.560239e-194	nucleosome assembly protein 1-like
GSCs	Smp-333660	Smp_333660.1	Smp_333660	0.2806593	2.114883e-28	nucleosome assembly protein 1-like
dmrt1+ neoblasts	Smp-333660	Smp_333660.1	Smp_333660	0.329435	6.127575e-08	nucleosome assembly protein 1-like
female gametes	Smp-333660	Smp_333660.1	Smp_333660	0.6939147	2.942168e-36	nucleosome assembly protein 1-like
S1	Smp-333660	Smp_333660.1	Smp_333660	0.5058076	0	nucleosome assembly protein 1-like
early vitellocytes	Smp-333660	Smp_333660.1	Smp_333660	0.3616855	1.470675e-31	nucleosome assembly protein 1-like
neuron 12	Smp-333690	Smp_333690.1	Smp_333690	0.7629281	2.930954e-258	G_PROTEIN_RECEP_F1_2 domain-containing protein
neuron 4	Smp-333710	Smp_333710.1	Smp_333710	0.3289826	4.113194e-32	Transmembrane protein 138
neuron 26	Smp-333710	Smp_333710.1	Smp_333710	0.2677247	0.0189681	Transmembrane protein 138
neuron 5	Smp-333710	Smp_333710.1	Smp_333710	0.28887	6.225477e-36	Transmembrane protein 138
neuron 6	Smp-333710	Smp_333710.1	Smp_333710	0.3244211	1.239952e-69	Transmembrane protein 138
egc+	Smp-333710	Smp_333710.1	Smp_333710	0.3238363	1.659998e-33	Transmembrane protein 138
neuron 10	Smp-333710	Smp_333710.1	Smp_333710	0.2868342	1.902605e-18	Transmembrane protein 138
neuron 30	Smp-333710	Smp_333710.1	Smp_333710	0.3239936	2.549736e-49	Transmembrane protein 138
neuron 16	Smp-333710	Smp_333710.1	Smp_333710	0.2560412	2.502983e-06	Transmembrane protein 138
flame cells	Smp-333710	Smp_333710.1	Smp_333710	0.5853254	1.211853e-227	Transmembrane protein 138
neuron 2	Smp-333710	Smp_333710.1	Smp_333710	0.3328931	2.502874e-46	Transmembrane protein 138
male gametes	Smp-333710	Smp_333710.1	Smp_333710	1.055822	4.968213e-258	Transmembrane protein 138
neuron 26	Smp-333720	Smp_333720.1	Smp_333720	0.6130729	4.548794e-19	ELKS RAB6-interacting CAST family member
neuron 24	Smp-333720	Smp_333720.1	Smp_333720	0.7969409	2.338489e-32	ELKS RAB6-interacting CAST family member
neuron 11	Smp-333720	Smp_333720.1	Smp_333720	0.8345747	3.353383e-94	ELKS RAB6-interacting CAST family member
neuron 16	Smp-333720	Smp_333720.1	Smp_333720	0.6756623	8.81645e-44	ELKS RAB6-interacting CAST family member
neuron 4	Smp-333720	Smp_333720.1	Smp_333720	0.8247311	1.153028e-138	ELKS RAB6-interacting CAST family member
neuron 29	Smp-333720	Smp_333720.1	Smp_333720	0.7273251	1.9819e-11	ELKS RAB6-interacting CAST family member
neuron 2	Smp-333720	Smp_333720.1	Smp_333720	0.6959339	2.110017e-140	ELKS RAB6-interacting CAST family member
neuron 3	Smp-333720	Smp_333720.1	Smp_333720	0.8248354	8.067288e-154	ELKS RAB6-interacting CAST family member
neuron 22	Smp-333720	Smp_333720.1	Smp_333720	0.6319176	1.269503e-38	ELKS RAB6-interacting CAST family member
neuron 6	Smp-333720	Smp_333720.1	Smp_333720	0.8442862	1.613515e-299	ELKS RAB6-interacting CAST family member
neuron 13	Smp-333720	Smp_333720.1	Smp_333720	1.240133	4.906825e-137	ELKS RAB6-interacting CAST family member
neuron 28	Smp-333720	Smp_333720.1	Smp_333720	0.4077184	4.607431e-05	ELKS RAB6-interacting CAST family member
neuron 20	Smp-333720	Smp_333720.1	Smp_333720	0.7085562	1.787497e-30	ELKS RAB6-interacting CAST family member
neuron 17	Smp-333720	Smp_333720.1	Smp_333720	1.037412	1.065904e-91	ELKS RAB6-interacting CAST family member
neuron 1	Smp-333720	Smp_333720.1	Smp_333720	0.7462981	1.276884e-315	ELKS RAB6-interacting CAST family member
neuron 23	Smp-333720	Smp_333720.1	Smp_333720	0.8985071	5.706682e-36	ELKS RAB6-interacting CAST family member
neuron 30	Smp-333720	Smp_333720.1	Smp_333720	0.753171	3.866733e-163	ELKS RAB6-interacting CAST family member
neuron 21	Smp-333720	Smp_333720.1	Smp_333720	0.7809706	5.332773e-38	ELKS RAB6-interacting CAST family member
neuron 7	Smp-333720	Smp_333720.1	Smp_333720	0.6337129	3.1359e-84	ELKS RAB6-interacting CAST family member
neuron 10	Smp-333720	Smp_333720.1	Smp_333720	0.6849904	3.546e-72	ELKS RAB6-interacting CAST family member
neuron 9	Smp-333720	Smp_333720.1	Smp_333720	0.729873	2.766932e-114	ELKS RAB6-interacting CAST family member
neuron 14	Smp-333720	Smp_333720.1	Smp_333720	0.3551018	2.826139e-34	ELKS RAB6-interacting CAST family member
neuron 25	Smp-333720	Smp_333720.1	Smp_333720	0.9398634	1.503011e-35	ELKS RAB6-interacting CAST family member
neuron 5	Smp-333720	Smp_333720.1	Smp_333720	0.6084796	3.103372e-124	ELKS RAB6-interacting CAST family member
neuron 18	Smp-333720	Smp_333720.1	Smp_333720	0.9281592	3.420752e-58	ELKS RAB6-interacting CAST family member
neuron 15	Smp-333720	Smp_333720.1	Smp_333720	0.7138563	3.592383e-65	ELKS RAB6-interacting CAST family member
neuron 19	Smp-333720	Smp_333720.1	Smp_333720	1.015325	0.001113797	ELKS RAB6-interacting CAST family member
neuron 8	Smp-333720	Smp_333720.1	Smp_333720	0.6182263	4.449029e-138	ELKS RAB6-interacting CAST family member
neuron 27	Smp-333720	Smp_333720.1	Smp_333720	0.8991414	2.847627e-18	ELKS RAB6-interacting CAST family member
neuron 12	Smp-333720	Smp_333720.1	Smp_333720	0.5635981	3.148032e-79	ELKS RAB6-interacting CAST family member
parenchyma 1	Smp-333730	Smp_333730.1	Smp_333730	0.5231777	0	RWD domain containing 1
male gametes	Smp-333730	Smp_333730.1	Smp_333730	1.765144	0	RWD domain containing 1
neuron 31 (7b2-)	Smp-333740	Smp_333740.1	Smp_333740	0.5111615	9.664673e-44	Protocadherin
neuron 19	Smp-333740	Smp_333740.1	Smp_333740	0.3036484	0	Protocadherin
muscle 5	Smp-333740	Smp_333740.1	Smp_333740	0.5322365	1.588518e-55	Protocadherin
neuron 15	Smp-333740	Smp_333740.1	Smp_333740	0.5637297	1.960424e-109	Protocadherin
female gametes	Smp-333760	Smp_333760.1	Smp_333760	0.3984349	3.444335e-21	MBOAT, membrane-bound O-acyltransferase family
